time,state,cwnd,ssthresh,bytes_in_flight,rtt,dup_acks
5.733,CONGESTION_AVOIDANCE,190531,75520,189980,0.047,0
5.769,CONGESTION_AVOIDANCE,191188,75520,154580,0.051,0
5.781,CONGESTION_AVOIDANCE,191188,75520,191160,0.051,0
5.788,CONGESTION_AVOIDANCE,191188,75520,191160,0.051,0
5.794,CONGESTION_AVOIDANCE,191188,75520,191160,0.051,0
5.800,CONGESTION_AVOIDANCE,191188,75520,191160,0.051,0
5.808,CONGESTION_AVOIDANCE,191188,75520,191160,0.051,0
5.833,CONGESTION_AVOIDANCE,192060,75520,191160,0.060,0
5.840,CONGESTION_AVOIDANCE,192278,75520,155760,0.061,0
5.852,CONGESTION_AVOIDANCE,192278,75520,191160,0.061,0
5.863,CONGESTION_AVOIDANCE,192278,75520,191160,0.061,0
5.877,CONGESTION_AVOIDANCE,192929,75520,156940,0.057,0
5.888,CONGESTION_AVOIDANCE,193145,75520,192340,0.057,0
5.900,CONGESTION_AVOIDANCE,193362,75520,192340,0.056,0
5.912,CONGESTION_AVOIDANCE,193362,75520,192340,0.056,0
5.918,CONGESTION_AVOIDANCE,193362,75520,192340,0.056,0
5.931,CONGESTION_AVOIDANCE,193793,75520,193520,0.055,0
5.937,CONGESTION_AVOIDANCE,194009,75520,193520,0.055,0
5.944,CONGESTION_AVOIDANCE,194439,75520,193520,0.054,0
5.950,CONGESTION_AVOIDANCE,194439,75520,193520,0.054,0
5.956,CONGESTION_AVOIDANCE,194439,75520,193520,0.054,0
5.965,CONGESTION_AVOIDANCE,194439,75520,193520,0.054,0
5.978,CONGESTION_AVOIDANCE,195083,75520,159300,0.050,0
5.985,CONGESTION_AVOIDANCE,195297,75520,159300,0.050,0
5.999,CONGESTION_AVOIDANCE,195511,75520,194700,0.050,0
6.008,CONGESTION_AVOIDANCE,195511,75520,194700,0.050,0
6.019,CONGESTION_AVOIDANCE,195725,75520,159300,0.049,0
6.028,CONGESTION_AVOIDANCE,196151,75520,195880,0.048,0
6.034,CONGESTION_AVOIDANCE,196151,75520,195880,0.048,0
6.040,CONGESTION_AVOIDANCE,196364,75520,195880,0.048,0
6.050,CONGESTION_AVOIDANCE,196577,75520,195880,0.048,0
6.056,CONGESTION_AVOIDANCE,196577,75520,195880,0.048,0
6.062,CONGESTION_AVOIDANCE,196577,75520,195880,0.048,0
6.070,CONGESTION_AVOIDANCE,197002,75520,160480,0.048,0
6.085,CONGESTION_AVOIDANCE,197426,75520,197060,0.048,0
6.097,CONGESTION_AVOIDANCE,197637,75520,197060,0.048,0
6.103,CONGESTION_AVOIDANCE,197637,75520,197060,0.048,0
6.108,CONGESTION_AVOIDANCE,197637,75520,197060,0.048,0
6.118,CONGESTION_AVOIDANCE,197637,75520,197060,0.048,0
6.126,CONGESTION_AVOIDANCE,197849,75520,161660,0.049,0
6.134,CONGESTION_AVOIDANCE,198060,75520,197060,0.050,0
6.148,CONGESTION_AVOIDANCE,198692,75520,198240,0.052,0
6.154,CONGESTION_AVOIDANCE,198692,75520,198240,0.052,0
6.161,CONGESTION_AVOIDANCE,198692,75520,198240,0.052,0
6.166,CONGESTION_AVOIDANCE,198692,75520,198240,0.052,0
6.174,CONGESTION_AVOIDANCE,198902,75520,198240,0.051,0
6.186,CONGESTION_AVOIDANCE,199434,75520,177000,0.048,0
6.201,CONGESTION_AVOIDANCE,199782,75520,199420,0.046,0
6.208,CONGESTION_AVOIDANCE,199782,75520,199420,0.046,0
6.220,CONGESTION_AVOIDANCE,200075,75520,149860,0.046,0
6.228,CONGESTION_AVOIDANCE,200186,75520,6.029,CONGESTION6.238,CONGESTION_AVOIDANCE,200562,75520,199420,0.046,0
6.245,CONGESTION_AVOIDANCE,200846,75520,200600,0.047,0
6.253,CONGESTION_AVOIDANCE,200846,75520,200600,0.047,0
6.259,CONGESTION_AVOIDANCE,200846,75520,200600,0.047,0
6.271,CONGESTION_AVOIDANCE,201324,75520,145140,0.046,0
6.288,CONGESTION_AVOIDANCE,201863,75520,168740,0.045,0
6.295,CONGESTION_AVOIDANCE,201863,75520,201780,0.045,0
6.356,CONGESTION_AVOIDANCE,202256,75520,167560,0.052,0
6.365,CONGESTION_AVOIDANCE,202256,75520,201780,0.052,0
6.372,CONGESTION_AVOIDANCE,202256,75520,201780,0.052,0
6.381,CONGESTION_AVOIDANCE,202463,75520,201780,0.059,0
6.387,CONGESTION_AVOIDANCE,202463,75520,201780,0.059,0
6.394,CONGESTION_AVOIDANCE,202669,75520,201780,0.065,0
6.404,CONGESTION_AVOIDANCE,202875,75520,201780,0.071,0
6.412,CONGESTION_AVOIDANCE,203081,75520,166380,0.072,0
6.426,CONGESTION_AVOIDANCE,203492,75520,202960,0.066,0
6.434,CONGESTION_AVOIDANCE,203492,75520,202960,0.066,0
6.442,CONGESTION_AVOIDANCE,203697,75520,202960,0.064,0
6.449,CONGESTION_AVOIDANCE,203903,75520,202960,0.062,0
6.454,CONGESTION_AVOIDANCE,203903,75520,202960,0.062,0
6.462,CONGESTION_AVOIDANCE,204107,75520,202960,0.059,0
6.473,CONGESTION_AVOIDANCE,204516,75520,168740,0.057,0
6.486,CONGESTION_AVOIDANCE,204721,75520,168740,0.056,0
6.498,CONGESTION_AVOIDANCE,204925,75520,204140,0.054,0
6.505,CONGESTION_AVOIDANCE,204925,75520,204140,0.054,0
6.513,CONGESTION_AVOIDANCE,205129,75520,204140,0.054,0
6.519,CONGESTION_AVOIDANCE,205129,75520,204140,0.054,0
6.528,CONGESTION_AVOIDANCE,205536,75520,205320,0.053,0
6.534,CONGESTION_AVOIDANCE,205895,75520,205320,0.050,0
6.543,CONGESTION_AVOIDANCE,206077,75520,205320,0.047,0
6.549,CONGESTION_AVOIDANCE,206077,75520,205320,0.047,0
6.560,CONGESTION_AVOIDANCE,206259,75520,205320,0.046,0
6.569,CONGESTION_AVOIDANCE,206502,75520,189980,0.045,0
6.587,CONGESTION_AVOIDANCE,207041,75520,206500,0.046,0
6.597,CONGESTION_AVOIDANCE,207169,75520,206500,0.046,0
6.603,CONGESTION_AVOIDANCE,207169,75520,206500,0.046,0
6.610,CONGESTION_AVOIDANCE,207445,75520,181720,0.046,0
6.620,CONGESTION_AVOIDANCE,207746,75520,207680,0.046,0
6.635,CONGESTION_AVOIDANCE,208075,75520,178180,0.046,0
6.646,CONGESTION_AVOIDANCE,208249,75520,207680,0.046,0
6.652,CONGESTION_AVOIDANCE,208429,75520,207680,0.046,0
6.666,CONGESTION_AVOIDANCE,208810,75520,173460,0.046,0
6.678,CONGESTION_AVOIDANCE,208810,75520,207680,0.046,0
6.685,CONGESTION_AVOIDANCE,209010,75520,208860,0.047,0
6.690,CONGESTION_AVOIDANCE,209010,75520,208860,0.047,0
6.697,CONGESTION_AVOIDANCE,209210,75520,208860,0.048,0
6.705,CONGESTION_AVOIDANCE,209409,75520,208860,0.049,0
6.715,CONGESTION_AVOIDANCE,209808,75520,208860,0.048,0
6.722,CONGESTION_AVOIDANCE,209808,75520,208860,0.048,0
6.730,CONGESTION_AVOIDANCE,210007,75520,208860,0.048,0
6.737,CONGESTION_AVOIDANCE,210206,75520,173460,0.047,0
6.748,CONGESTION_AVOIDANCE,210405,75520,210040,0.047,0
6.754,CONGESTION_AVOIDANCE,210405,75520,210040,0.047,0
6.763,CONGESTION_AVOIDANCE,210802,75520,210040,0.046,0
6.768,CONGESTION_AVOIDANCE,210802,75520,210040,0.046,0
6.776,CONGESTION_AVOIDANCE,211000,75520,210040,0.046,0
6.784,CONGESTION_AVOIDANCE,211198,75520,210040,0.046,0
6.795,CONGESTION_AVOIDANCE,211396,75520,211220,0.045,0
6.801,CONGESTION_AVOIDANCE,211593,75520,175820,0.045,0
6.811,CONGESTION_AVOIDANCE,211791,75520,211220,0.046,0
6.819,CONGESTION_AVOIDANCE,211988,75520,211220,0.046,0
6.827,CONGESTION_AVOIDANCE,212185,75520,211220,0.045,0
6.835,CONGESTION_AVOIDANCE,212382,75520,211220,0.045,0
6.842,CONGESTION_AVOIDANCE,212382,75520,211220,0.045,0
6.848,CONGESTION_AVOIDANCE,212579,75520,175820,0.045,0
6.855,CONGESTION_AVOIDANCE,212579,75520,212400,0.045,0
6.875,CONGESTION_AVOIDANCE,212971,75520,177000,0.047,0
6.883,CONGESTION_AVOIDANCE,213363,75520,212400,0.048,0
6.889,CONGESTION_AVOIDANCE,213363,75520,212400,0.048,0
6.897,CONGESTION_AVOIDANCE,213363,75520,212400,0.048,0
6.904,CONGESTION_AVOIDANCE,213363,75520,212400,0.048,0
6.911,CONGESTION_AVOIDANCE,213559,75520,212400,0.049,0
6.919,CONGESTION_AVOIDANCE,213950,75520,178180,0.052,0
6.929,CONGESTION_AVOIDANCE,213950,75520,213580,0.052,0
6.936,CONGESTION_AVOIDANCE,214341,75520,178180,0.053,0
6.946,CONGESTION_AVOIDANCE,214535,75520,213580,0.054,0
6.952,CONGESTION_AVOIDANCE,214535,75520,213580,0.054,0
6.958,CONGESTION_AVOIDANCE,214535,75520,213580,0.054,0
6.963,CONGESTION_AVOIDANCE,214730,75520,178180,0.054,0
6.971,CONGESTION_AVOIDANCE,214925,75520,214760,0.054,0
6.990,CONGESTION_AVOIDANCE,215701,75520,108560,0.054,0
7.000,CONGESTION_AVOIDANCE,215701,75520,214760,0.054,0
7.007,CONGESTION_AVOIDANCE,215701,75520,214760,0.054,0
7.014,CONGESTION_AVOIDANCE,215701,75520,214760,0.054,0
7.021,CONGESTION_AVOIDANCE,215701,75520,214760,0.054,0
7.031,CONGESTION_AVOIDANCE,216088,75520,215940,0.055,0
7.038,CONGESTION_AVOIDANCE,216282,75520,215940,0.054,0
7.046,CONGESTION_AVOIDANCE,216475,75520,215940,0.054,0
7.053,CONGESTION_AVOIDANCE,216860,75520,215940,0.054,0
7.060,CONGESTION_AVOIDANCE,216860,75520,215940,0.054,0
7.072,CONGESTION_AVOIDANCE,217066,75520,188800,0.049,0
7.095,CONGESTION_AVOIDANCE,217514,75520,217120,0.049,0
7.105,CONGESTION_AVOIDANCE,217700,75520,217120,0.050,0
7.113,CONGESTION_AVOIDANCE,218026,75520,195880,0.053,0
7.122,CONGESTION_AVOIDANCE,218147,75520,217120,0.052,0
7.132,CONGESTION_AVOIDANCE,218409,75520,218300,0.050,0
7.139,CONGESTION_AVOIDANCE,218549,75520,218300,0.049,0
7.146,CONGESTION_AVOIDANCE,218696,75520,218300,0.048,0
7.153,CONGESTION_AVOIDANCE,218849,75520,218300,0.048,0
7.162,CONGESTION_AVOIDANCE,219173,75520,218300,0.047,0
7.168,CONGESTION_AVOIDANCE,219345,75520,218300,0.046,0
7.174,CONGESTION_AVOIDANCE,219522,75520,185260,0.046,0
7.181,CONGESTION_AVOIDANCE,219522,75520,219480,0.046,0
7.188,CONGESTION_AVOIDANCE,219706,75520,219480,0.046,0
7.195,CONGESTION_AVOIDANCE,219896,75520,219480,0.046,0
7.205,CONGESTION_AVOIDANCE,220276,75520,184080,0.045,0
7.218,CONGESTION_AVOIDANCE,220466,75520,219480,0.045,0
7.226,CONGESTION_AVOIDANCE,220655,75520,219480,0.045,0
7.234,CONGESTION_AVOIDANCE,220845,75520,220660,0.045,0
7.240,CONGESTION_AVOIDANCE,220845,75520,220660,0.045,0
7.246,CONGESTION_AVOIDANCE,221034,75520,185260,0.046,0
7.255,CONGESTION_AVOIDANCE,221223,75520,220660,0.046,0
7.263,CONGESTION_AVOIDANCE,221411,75520,220660,0.047,0
7.282,CONGESTION_AVOIDANCE,221977,75520,221840,0.046,0
7.288,CONGESTION_AVOIDANCE,221977,75520,221840,0.046,0
7.296,CONGESTION_AVOIDANCE,222165,75520,221840,0.046,0
7.308,CONGESTION_AVOIDANCE,222541,75520,221840,0.046,0
7.318,CONGESTION_AVOIDANCE,222916,75520,186440,0.045,0
7.328,CONGESTION_AVOIDANCE,223104,75520,223020,0.045,0
7.334,CONGESTION_AVOIDANCE,223104,75520,223020,0.045,0
7.342,CONGESTION_AVOIDANCE,223291,75520,223020,0.045,0
7.349,CONGESTION_AVOIDANCE,223291,75520,223020,0.045,0
7.357,CONGESTION_AVOIDANCE,223478,75520,187620,0.046,0
7.370,CONGESTION_AVOIDANCE,224038,75520,187620,0.048,0
7.379,CONGESTION_AVOIDANCE,224225,75520,187620,0.048,0
7.389,CONGESTION_AVOIDANCE,224411,75520,224200,0.048,0
7.402,CONGESTION_AVOIDANCE,224411,75520,224200,0.048,0
7.414,CONGESTION_AVOIDANCE,224597,75520,224200,0.048,0
7.423,CONGESTION_AVOIDANCE,224783,75520,224200,0.049,0
7.430,CONGESTION_AVOIDANCE,225155,75520,188800,0.051,0
7.438,CONGESTION_AVOIDANCE,225155,75520,224200,0.051,0
7.448,CONGESTION_AVOIDANCE,225526,75520,188800,0.053,0
7.456,CONGESTION_AVOIDANCE,225526,75520,225380,0.053,0
7.465,CONGESTION_AVOIDANCE,225797,75520,208860,0.051,0
7.481,CONGESTION_AVOIDANCE,226222,75520,212400,0.048,0
7.487,CONGESTION_AVOIDANCE,226376,75520,210040,0.048,0
7.494,CONGESTION_AVOIDANCE,226554,75520,225380,0.047,0
7.501,CONGESTION_AVOIDANCE,226757,75520,206500,0.046,0
7.515,CONGESTION_AVOIDANCE,227070,75520,208860,0.044,0
7.529,CONGESTION_AVOIDANCE,227420,75520,212400,0.044,0
7.538,CONGESTION_AVOIDANCE,227585,75520,226560,0.044,0
7.544,CONGESTION_AVOIDANCE,227677,75520,226560,0.044,0
7.555,CONGESTION_AVOIDANCE,227774,75520,227740,0.045,0
7.562,CONGESTION_AVOIDANCE,227878,75520,227740,0.046,0
7.569,CONGESTION_AVOIDANCE,228104,75520,227740,0.048,0
7.583,CONGESTIO7.299,CONGESTION_AVOIDANCE,173986,107380,7.599,CONGESTION_AVOIDANCE,228927,75520,228920,0.048,0
7.607,CONGESTION_AVOIDANCE,228927,75520,228920,0.048,0
7.613,CONGESTION_AVOIDANCE,229085,75520,228920,0.047,0
7.628,CONGESTION_AVOIDANCE,229596,75520,161660,0.048,0
7.640,CONGESTION_AVOIDANCE,229959,75520,193520,0.048,0
7.648,CONGESTION_AVOIDANCE,229959,75520,228920,0.048,0
7.656,CONGESTION_AVOIDANCE,229959,75520,228920,0.048,0
7.663,CONGESTION_AVOIDANCE,229959,75520,228920,0.048,0
7.681,CONGESTION_AVOIDANCE,230504,75520,194700,0.050,0
7.696,CONGESTION_AVOIDANCE,230685,75520,230100,0.051,0
7.703,CONGESTION_AVOIDANCE,230866,75520,230100,0.052,0
7.709,CONGESTION_AVOIDANCE,231047,75520,230100,0.053,0
7.716,CONGESTION_AVOIDANCE,231408,75520,194700,0.051,0
7.728,CONGESTION_AVOIDANCE,231408,75520,231280,0.051,0
7.737,CONGESTION_AVOIDANCE,231769,75520,195880,0.049,0
7.748,CONGESTION_AVOIDANCE,231950,75520,231280,0.049,0
7.763,CONGESTION_AVOIDANCE,232130,75520,231280,0.049,0
7.776,CONGESTION_AVOIDANCE,232489,75520,232460,0.049,0
7.783,CONGESTION_AVOIDANCE,232669,75520,232460,0.049,0
7.789,CONGESTION_AVOIDANCE,232669,75520,232460,0.049,0
7.795,CONGESTION_AVOIDANCE,232849,75520,197060,0.050,0
7.802,CONGESTION_AVOIDANCE,233028,75520,197060,0.051,0
7.812,CONGESTION_AVOIDANCE,233028,75520,232460,0.051,0
7.825,CONGESTION_AVOIDANCE,233601,75520,189980,0.051,0
7.837,CONGESTION_AVOIDANCE,233863,75520,223020,0.049,0
7.853,CONGESTION_AVOIDANCE,234137,75520,218300,0.048,0
7.859,CONGESTION_AVOIDANCE,234137,75520,233640,0.048,0
7.871,CONGESTION_AVOIDANCE,234630,75520,188800,0.046,0
7.889,CONGESTION_AVOIDANCE,235110,75520,205320,0.047,0
7.900,CONGESTION_AVOIDANCE,235282,75520,234820,0.046,0
7.908,CONGESTION_AVOIDANCE,235282,75520,234820,0.046,0
7.919,CONGESTION_AVOIDANCE,235584,75520,213580,0.046,0
7.942,CONGESTION_AVOIDANCE,236204,75520,236000,0.046,0
7.957,CONGESTION_AVOIDANCE,236345,75520,236000,0.046,0
7.968,CONGESTION_AVOIDANCE,236646,75520,205320,0.047,0
7.979,CONGESTION_AVOIDANCE,236969,75520,236000,0.047,0
7.987,CONGESTION_AVOIDANCE,236969,75520,236000,0.047,0
7.998,CONGESTION_AVOIDANCE,237316,75520,237180,0.049,0
8.007,CONGESTION_AVOIDANCE,237492,75520,237180,0.050,0
8.014,CONGESTION_AVOIDANCE,237668,75520,201780,0.050,0
8.027,CONGESTION_AVOIDANCE,237843,75520,237180,0.050,0
8.040,CONGESTION_AVOIDANCE,238195,75520,237180,0.049,0
8.050,CONGESTION_AVOIDANCE,238370,75520,238360,0.049,0
8.058,CONGESTION_AVOIDANCE,238545,75520,238360,0.049,0
8.064,CONGESTION_AVOIDANCE,238545,75520,238360,0.049,0
8.073,CONGESTION_AVOIDANCE,238720,75520,238360,0.050,0
8.090,CONGESTION_AVOIDANCE,239245,75520,238360,0.050,0
8.098,CONGESTION_AVOIDANCE,239419,75520,238360,0.050,0
8.105,CONGESTION_AVOIDANCE,239594,75520,239540,0.049,0
8.111,CONGESTION_AVOIDANCE,239594,75520,239540,0.049,0
8.116,CONGESTION_AVOIDANCE,239768,75520,204140,0.049,0
8.130,CONGESTION_AVOIDANCE,240117,75520,204140,0.049,0
8.140,CONGESTION_AVOIDANCE,240464,75520,204140,0.047,0
8.150,CONGESTION_AVOIDANCE,240464,75520,239540,0.047,0
8.156,CONGESTION_AVOIDANCE,240638,75520,239540,0.047,0
8.163,CONGESTION_AVOIDANCE,240638,75520,239540,0.047,0
8.170,CONGESTION_AVOIDANCE,240812,75520,240720,0.048,0
8.179,CONGESTION_AVOIDANCE,241158,75520,240720,0.047,0
8.186,CONGESTION_AVOIDANCE,241332,75520,240720,0.047,0
8.193,CONGESTION_AVOIDANCE,241505,75520,240720,0.047,0
8.200,CONGESTION_AVOIDANCE,241678,75520,240720,0.047,0
8.206,CONGESTION_AVOIDANCE,241678,75520,240720,0.047,0
8.213,CONGESTION_AVOIDANCE,241851,75520,240720,0.047,0
8.221,CONGESTION_AVOIDANCE,242023,75520,241900,0.046,0
8.230,CONGESTION_AVOIDANCE,242368,75520,241900,0.046,0
8.244,CONGESTION_AVOIDANCE,242713,75520,206500,0.046,0
8.250,CONGESTION_AVOIDANCE,242713,75520,241900,0.046,0
8.256,CONGESTION_AVOIDANCE,242713,75520,241900,0.046,0
8.263,CONGESTION_AVOIDANCE,242885,75520,241900,0.046,0
8.276,CONGESTION_AVOIDANCE,243229,75520,243080,0.046,0
8.287,CONGESTION_AVOIDANCE,243572,75520,172280,0.047,0
8.298,CONGESTION_AVOIDANCE,243744,75520,243080,0.048,0
8.307,CONGESTION_AVOIDANCE,243744,75520,243080,0.048,0
8.315,CONGESTION_AVOIDANCE,243915,75520,243080,0.048,0
8.325,CONGESTION_AVOIDANCE,244257,75520,243080,0.048,0
8.334,CONGESTION_AVOIDANCE,244429,75520,244260,0.047,0
8.340,CONGESTION_AVOIDANCE,244599,75520,244260,0.047,0
8.349,CONGESTION_AVOIDANCE,244770,75520,244260,0.047,0
8.360,CONGESTION_AVOIDANCE,244941,75520,244260,0.047,0
8.373,CONGESTION_AVOIDANCE,245282,75520,244260,0.046,0
8.380,CONGESTION_AVOIDANCE,245452,75520,245440,0.046,0
8.386,CONGESTION_AVOIDANCE,245452,75520,245440,0.046,0
8.397,CONGESTION_AVOIDANCE,245792,75520,245440,0.046,0
8.405,CONGESTION_AVOIDANCE,245962,75520,245440,0.047,0
8.417,CONGESTION_AVOIDANCE,246132,75520,245440,0.047,0
8.427,CONGESTION_AVOIDANCE,246471,75520,245440,0.048,0
8.435,CONGESTION_AVOIDANCE,246471,75520,245440,0.048,0
8.441,CONGESTION_AVOIDANCE,246471,75520,245440,0.048,0
8.451,CONGESTION_AVOIDANCE,246810,75520,246620,0.049,0
8.460,CONGESTION_AVOIDANCE,246980,75520,246620,0.050,0
8.468,CONGESTION_AVOIDANCE,247149,75520,246620,0.049,0
8.477,CONGESTION_AVOIDANCE,247487,75520,246620,0.049,0
8.485,CONGESTION_AVOIDANCE,247487,75520,246620,0.049,0
8.493,CONGESTION_AVOIDANCE,247824,75520,247800,0.047,0
8.501,CONGESTION_AVOIDANCE,247993,75520,212400,0.047,0
8.518,CONGESTION_AVOIDANCE,248161,75520,247800,0.047,0
8.537,CONGESTION_AVOIDANCE,248666,75520,247800,0.048,0
8.542,CONGESTION_AVOIDANCE,248666,75520,247800,0.048,0
8.548,CONGESTION_AVOIDANCE,248666,75520,247800,0.048,0
8.555,CONGESTION_AVOIDANCE,248834,75520,212400,0.050,0
8.562,CONGESTION_AVOIDANCE,248834,75520,247800,0.050,0
8.568,CONGESTION_AVOIDANCE,248834,75520,247800,0.050,0
8.577,CONGESTION_AVOIDANCE,249002,75520,248980,0.054,0
8.584,CONGESTION_AVOIDANCE,249169,75520,248980,0.056,0
8.594,CONGESTION_AVOIDANCE,249504,75520,248980,0.059,0
8.602,CONGESTION_AVOIDANCE,250006,75520,213580,0.058,0
8.609,CONGESTION_AVOIDANCE,250006,75520,248980,0.058,0
8.615,CONGESTION_AVOIDANCE,250006,75520,248980,0.058,0
8.622,CONGESTION_AVOIDANCE,250006,75520,248980,0.058,0
8.639,CONGESTION_AVOIDANCE,250507,75520,250160,0.056,0
8.645,CONGESTION_AVOIDANCE,250674,75520,250160,0.055,0
8.654,CONGESTION_AVOIDANCE,251007,75520,214760,0.055,0
8.668,CONGESTION_AVOIDANCE,251174,75520,250160,0.055,0
8.676,CONGESTION_AVOIDANCE,251174,75520,250160,0.055,0
8.687,CONGESTION_AVOIDANCE,251506,75520,251340,0.052,0
8.698,CONGESTION_AVOIDANCE,251838,75520,251340,0.052,0
8.705,CONGESTION_AVOIDANCE,252004,75520,251340,0.052,0
8.714,CONGESTION_AVOIDANCE,252335,75520,251340,0.051,0
8.719,CONGESTION_AVOIDANCE,252335,75520,251340,0.051,0
8.730,CONGESTION_AVOIDANCE,252639,75520,220660,0.045,0
8.744,CONGESTION_AVOIDANCE,252942,75520,252520,0.045,0
8.755,CONGESTION_AVOIDANCE,253189,75520,252520,0.044,0
8.767,CONGESTION_AVOIDANCE,253486,75520,252520,0.045,0
8.775,CONGESTION_AVOIDANCE,253711,75520,227740,0.046,0
8.782,CONGESTION_AVOIDANCE,253832,75520,227740,0.046,0
8.789,CONGESTION_AVOIDANCE,253832,75520,253700,0.046,0
8.798,CONGESTION_AVOIDANCE,254090,75520,253700,0.047,0
8.808,CONGESTION_AVOIDANCE,254369,75520,193520,0.049,0
8.823,CONGESTION_AVOIDANCE,254670,75520,220660,0.049,0
8.851,CONGESTION_AVOIDANCE,255157,75520,254880,0.050,0
8.857,CONGESTION_AVOIDANCE,255157,75520,254880,0.050,0
8.862,CONGESTION_AVOIDANCE,255157,75520,254880,0.050,0
8.869,CONGESTION_AVOIDANCE,255320,75520,219480,0.051,0
8.881,CONGESTION_AVOIDANCE,255604,75520,245440,0.061,0
8.899,CONGESTION_AVOIDANCE,256240,75520,236000,0.056,0
8.909,CONGESTION_AVOIDANCE,256240,75520,256060,0.056,0
8.920,CONGESTION_AVOIDANCE,256550,75520,232460,0.052,0
8.935,CONGESTION_AVOIDANCE,256789,75520,256060,0.049,0
8.941,CONGESTION_AVOIDANCE,256789,75520,256060,0.049,0
8.948,CONGESTION_AVOIDANCE,257060,75520,241900,0.052,0
8.956,CONGESTION_AVOIDANCE,257206,75520,256060,0.053,0
8.970,CONGESTION_AVOIDANCE,257374,75520,257240,0.055,0
8.979,CONGESTION_AVOIDANCE,257466,75520,257240,0.056,0
8.994,CONGESTION_AVOIDANCE,258130,75520,257240,0.054,0
9.002,CONGESTION_AVOIDANCE,258260,75520,228920,0.053,0
9.016,CONGESTION_AVOIDAN8.547,CONGESTION_AVOIDANCE,109649.026,CONGESTION_AVOIDANCE,258637,75520,258420,0.047,0
9.035,CONGESTION_AVOIDANCE,258981,75520,223020,0.047,0
9.057,CONGESTION_AVOIDANCE,259610,75520,238360,0.047,0
9.069,CONGESTION_AVOIDANCE,259706,75520,259600,0.047,0
9.078,CONGESTION_AVOIDANCE,259915,75520,259600,0.046,0
9.086,CONGESTION_AVOIDANCE,260145,75520,259600,0.046,0
9.096,CONGESTION_AVOIDANCE,260333,75520,251340,0.047,0
9.109,CONGESTION_AVOIDANCE,260840,75520,243080,0.048,0
9.118,CONGESTION_AVOIDANCE,261006,75520,241900,0.047,0
9.126,CONGESTION_AVOIDANCE,261193,75520,219480,0.046,0
9.133,CONGESTION_AVOIDANCE,261294,75520,260780,0.047,0
9.142,CONGESTION_AVOIDANCE,261566,75520,246620,0.044,0
9.154,CONGESTION_AVOIDANCE,261794,75520,260780,0.043,0
9.169,CONGESTION_AVOIDANCE,262209,75520,247800,0.044,0
9.193,CONGESTION_AVOIDANCE,262909,75520,238360,0.044,0
9.212,CONGESTION_AVOIDANCE,263258,75520,234820,0.043,0
9.233,CONGESTION_AVOIDANCE,263655,75520,232460,0.044,0
9.255,CONGESTION_AVOIDANCE,264098,75520,263140,0.044,0
9.263,CONGESTION_AVOIDANCE,264256,75520,263140,0.045,0
9.271,CONGESTION_AVOIDANCE,264415,75520,264320,0.045,0
9.280,CONGESTION_AVOIDANCE,264730,75520,228920,0.045,0
9.297,CONGESTION_AVOIDANCE,265203,75520,264320,0.045,0
9.303,CONGESTION_AVOIDANCE,265203,75520,264320,0.045,0
9.312,CONGESTION_AVOIDANCE,265361,75520,264320,0.045,0
9.321,CONGESTION_AVOIDANCE,265676,75520,230100,0.046,0
9.331,CONGESTION_AVOIDANCE,265833,75520,265500,0.045,0
9.338,CONGESTION_AVOIDANCE,265990,75520,265500,0.045,0
9.345,CONGESTION_AVOIDANCE,266147,75520,265500,0.046,0
9.355,CONGESTION_AVOIDANCE,266461,75520,230100,0.046,0
9.362,CONGESTION_AVOIDANCE,266618,75520,230100,0.046,0
9.370,CONGESTION_AVOIDANCE,266774,75520,266680,0.046,0
9.378,CONGESTION_AVOIDANCE,266931,75520,266680,0.046,0
9.385,CONGESTION_AVOIDANCE,267087,75520,266680,0.046,0
9.392,CONGESTION_AVOIDANCE,267244,75520,266680,0.046,0
9.399,CONGESTION_AVOIDANCE,267400,75520,266680,0.046,0
9.408,CONGESTION_AVOIDANCE,267712,75520,266680,0.045,0
9.419,CONGESTION_AVOIDANCE,267869,75520,267860,0.045,0
9.445,CONGESTION_AVOIDANCE,268559,75520,221840,0.049,0
9.461,CONGESTION_AVOIDANCE,268808,75520,267860,0.048,0
9.475,CONGESTION_AVOIDANCE,269212,75520,244260,0.047,0
9.490,CONGESTION_AVOIDANCE,269444,75520,269040,0.047,0
9.497,CONGESTION_AVOIDANCE,269568,75520,269040,0.047,0
9.510,CONGESTION_AVOIDANCE,269971,75520,206500,0.049,0
9.539,CONGESTION_AVOIDANCE,270574,75520,234820,0.049,0
9.555,CONGESTION_AVOIDANCE,270728,75520,270220,0.049,0
9.564,CONGESTION_AVOIDANCE,270950,75520,270220,0.048,0
9.570,CONGESTION_AVOIDANCE,271047,75520,247800,0.052,0
9.580,CONGESTION_AVOIDANCE,271227,75520,259600,0.056,0
9.607,CONGESTION_AVOIDANCE,271878,75520,251340,0.055,0
9.622,CONGESTION_AVOIDANCE,272344,75520,234820,0.050,0
9.640,CONGESTION_AVOIDANCE,272722,75520,248980,0.047,0
9.646,CONGESTION_AVOIDANCE,272941,75520,246620,0.046,0
9.657,CONGESTION_AVOIDANCE,273059,75520,272580,0.046,0
9.665,CONGESTION_AVOIDANCE,273309,75520,243080,0.045,0
9.675,CONGESTION_AVOIDANCE,273579,75520,272580,0.045,0
